Unnamed: 0;puissance;HPHC;jour_conso;hm_conso;h_conso;jour_semaine;periode;consommation
174;0.0;HC;23-01-11;05:50;5;mercredi;2023;0.0
175;0.0;HC;23-01-11;06:00;6;mercredi;2023;0.0
176;0.0;HC;23-01-11;06:10;6;mercredi;2023;0.0
177;0.0;HC;23-01-11;06:20;6;mercredi;2023;0.0
178;0.0;HC;23-01-11;06:30;6;mercredi;2023;0.0
179;0.0;HC;23-01-11;06:40;6;mercredi;2023;0.0
180;0.0;HC;23-01-11;06:50;6;mercredi;2023;0.0
181;0.0;HP;23-01-11;07:00;7;mercredi;2023;0.0
182;0.0;HP;23-01-11;07:10;7;mercredi;2023;0.0
183;0.0;HP;23-01-11;07:20;7;mercredi;2023;0.0
184;0.0;HP;23-01-11;07:30;7;mercredi;2023;0.0
185;0.0;HP;23-01-11;07:40;7;mercredi;2023;0.0
186;0.0;HP;23-01-11;07:50;7;mercredi;2023;0.0
187;0.0;HP;23-01-11;08:00;8;mercredi;2023;0.0
188;0.0;HP;23-01-11;08:10;8;mercredi;2023;0.0
189;0.0;HP;23-01-11;08:20;8;mercredi;2023;0.0
190;0.0;HP;23-01-11;08:30;8;mercredi;2023;0.0
191;0.0;HP;23-01-11;08:40;8;mercredi;2023;0.0
192;7.51613332921018;HP;23-01-11;08:50;8;mercredi;2023;0.594392823399176
193;7.95998334884644;HP;23-01-11;09:00;9;mercredi;2023;1.32799987329963
194;7.92042499780655;HP;23-01-11;09:10;9;mercredi;2023;1.3221910545999
195;7.97231671412786;HP;23-01-11;09:20;9;mercredi;2023;1.32337412270135
196;7.99706665674845;HP;23-01-11;09:30;9;mercredi;2023;1.33238293199975
197;7.98814166386922;HP;23-01-11;09:40;9;mercredi;2023;1.33174325379878
198;7.99260835647583;HP;23-01-11;09:50;9;mercredi;2023;1.33170198950029
199;7.98769166866938;HP;23-01-11;10:00;10;mercredi;2023;1.33145410200086
200;8.00797499815623;HP;23-01-11;10:10;10;mercredi;2023;1.33354160939962
201;8.00282499790192;HP;23-01-11;10:20;10;mercredi;2023;1.33400133070063
202;8.0032000263532;HP;23-01-11;10:30;10;mercredi;2023;1.33402188459877
203;7.99782498280207;HP;23-01-11;10:40;10;mercredi;2023;1.33344180790118
204;7.99886665741603;HP;23-01-11;10:50;10;mercredi;2023;1.33309814789936
205;7.98843336502711;HC;23-01-11;11:00;11;mercredi;2023;1.33203876190055
206;7.98488334814707;HC;23-01-11;11:10;11;mercredi;2023;1.33109285189857
207;7.98205834627151;HC;23-01-11;11:20;11;mercredi;2023;1.32417612550125
208;7.9795666774114;HC;23-01-11;11:30;11;mercredi;2023;1.3255131725
209;7.98057498137156;HC;23-01-11;11:40;11;mercredi;2023;1.33008094770048
210;4.92230001688004;HC;23-01-11;11:50;11;mercredi;2023;1.23021549889927
211;0.0;HC;23-01-11;12:00;12;mercredi;2023;0.24959328749901
212;0.0;HC;23-01-11;12:10;12;mercredi;2023;0.0
213;0.0;HC;23-01-11;12:20;12;mercredi;2023;0.0
214;0.0;HC;23-01-11;12:30;12;mercredi;2023;0.0
215;0.0;HC;23-01-11;12:40;12;mercredi;2023;0.0
216;0.0;HC;23-01-11;12:50;12;mercredi;2023;0.0
217;0.0;HC;23-01-11;13:00;13;mercredi;2023;0.0
218;0.0;HC;23-01-11;13:10;13;mercredi;2023;0.0
219;1.39406665919038;HC;23-01-11;13:20;13;mercredi;2023;0.0986663653002324
220;1.66370833019416;HC;23-01-11;13:30;13;mercredi;2023;0.273357602300166
221;1.67020000616709;HC;23-01-11;13:40;13;mercredi;2023;0.277872790300535
222;1.67319166560968;HC;23-01-11;13:50;13;mercredi;2023;0.278674977400442
223;1.67520832518737;HC;23-01-11;14:00;14;mercredi;2023;0.279015253699981
224;1.67742501000563;HC;23-01-11;14:10;14;mercredi;2023;0.279385139499936
225;1.6795666495959;HC;23-01-11;14:20;14;mercredi;2023;0.279762406898953
226;1.68187500238419;HC;23-01-11;14:30;14;mercredi;2023;0.280121016799967
227;1.6844416509072;HC;23-01-11;14:40;14;mercredi;2023;0.280509813901517
228;1.68893334468206;HC;23-01-11;14:50;14;mercredi;2023;0.281122810998568
229;1.69220833778381;HC;23-01-11;15:00;15;mercredi;2023;0.281760454299729
230;1.69549167553584;HC;23-01-11;15:10;15;mercredi;2023;0.282309213600456
231;1.69908333420753;HC;23-01-11;15:20;15;mercredi;2023;0.282871863701075
232;1.70301666557789;HC;23-01-11;15:30;15;mercredi;2023;0.28351766239939
233;1.70715832213561;HC;23-01-11;15:40;15;mercredi;2023;0.284167198200521
234;1.71230001250903;HC;23-01-11;15:50;15;mercredi;2023;0.284959629500008
235;1.71764167348544;HC;23-01-11;16:00;16;mercredi;2023;0.285812628999338
236;1.7240916689237;HC;23-01-11;16:10;16;mercredi;2023;0.286802130200158
237;1.73129166464011;HC;23-01-11;16:20;16;mercredi;2023;0.287950799100145
238;1.74014166394869;HC;23-01-11;16:30;16;mercredi;2023;0.289256642399778
239;1.75169167220593;HC;23-01-11;16:40;16;mercredi;2023;0.290952674400614
240;1.76465000212193;HC;23-01-11;16:50;16;mercredi;2023;0.293051932900198
241;5.21233331064383;HC;23-01-11;17:00;17;mercredi;2023;0.422306805399785
242;9.65798331896464;HC;23-01-11;17:10;17;mercredi;2023;1.40408920819937
243;9.66441661516825;HC;23-01-11;17:20;17;mercredi;2023;1.6101791173005
244;9.66001665592194;HC;23-01-11;17:30;17;mercredi;2023;1.61007914819857
245;8.3251916885376;HC;23-01-11;17:40;17;mercredi;2023;1.52689901700069
246;7.86300832827886;HC;23-01-11;17:50;17;mercredi;2023;1.31963064930096
247;7.87150001923243;HP;23-01-11;18:00;18;mercredi;2023;1.31129905299895
248;7.87250000635783;HP;23-01-11;18:10;18;mercredi;2023;1.31218205030018
249;7.87181667486827;HP;23-01-11;18:20;18;mercredi;2023;1.31206958470102
250;7.87198332548141;HP;23-01-11;18:30;18;mercredi;2023;1.3119337260996
251;7.86214166879654;HP;23-01-11;18:40;18;mercredi;2023;1.311286423399
252;7.85925834178925;HP;23-01-11;18:50;18;mercredi;2023;1.30993850870072
253;7.85807498693466;HP;23-01-11;19:00;19;mercredi;2023;1.3094479167994
254;7.86269998550415;HP;23-01-11;19:10;19;mercredi;2023;1.31031128220093
255;7.87210834821065;HP;23-01-11;19:20;19;mercredi;2023;1.31126137570027
256;7.87745834589005;HP;23-01-11;19:30;19;mercredi;2023;1.31244485319985
257;7.8869499762853;HP;23-01-11;19:40;19;mercredi;2023;1.31371200180001
258;7.882033320268;HP;23-01-11;19:50;19;mercredi;2023;1.31457714749922
259;7.87764999866486;HC;23-01-11;20:00;20;mercredi;2023;1.31283358879955
260;7.88812501033147;HC;23-01-11;20:10;20;mercredi;2023;1.31325611149987
261;7.90079997777939;HC;23-01-11;20:20;20;mercredi;2023;1.31645259159995
262;7.91276667515437;HC;23-01-11;20:30;20;mercredi;2023;1.31755478980085
263;7.91376665035884;HC;23-01-11;20:40;20;mercredi;2023;1.31899501179942
264;7.93314998547236;HC;23-01-11;20:50;20;mercredi;2023;1.32020434869992
265;7.94969166914622;HC;23-01-11;21:00;21;mercredi;2023;1.32418247419992
266;3.9752249956131;HC;23-01-11;21:10;21;mercredi;2023;1.01950772150121
267;3.51426666776339;HC;23-01-11;21:20;21;mercredi;2023;0.595147372299834
268;3.516149999698;HC;23-01-11;21:30;21;mercredi;2023;0.585772581100173
269;3.5152750035127;HC;23-01-11;21:40;21;mercredi;2023;0.585958159799702
270;3.51583333810171;HC;23-01-11;21:50;21;mercredi;2023;0.586004688198955
271;3.46508332844824;HC;23-01-11;22:00;22;mercredi;2023;0.578232488500362
272;3.5133333325386;HC;23-01-11;22:10;22;mercredi;2023;0.584944131100201
273;3.5131750146548;HC;23-01-11;22:20;22;mercredi;2023;0.585644781900555
274;3.50724166631699;HC;23-01-11;22:30;22;mercredi;2023;0.58500523280054
275;3.51082500418027;HC;23-01-11;22:40;22;mercredi;2023;0.584742130398809
276;1.08245833106339;HC;23-01-11;22:50;22;mercredi;2023;0.413252591999481
277;3.51625000635783;HC;23-01-11;23:00;23;mercredi;2023;0.352776517400343
278;3.52181667089462;HC;23-01-11;23:10;23;mercredi;2023;0.586489235500267
279;3.52313334147135;HC;23-01-11;23:20;23;mercredi;2023;0.587153312500959
280;3.52173332770665;HC;23-01-11;23:30;23;mercredi;2023;0.587132951399326
281;7.33269164760908;HC;23-01-11;23:40;23;mercredi;2023;0.914034302299115
282;3.51990831693014;HC;23-01-11;23:50;23;mercredi;2023;0.894918100300856
283;3.51421666145325;HC;23-01-12;00:00;0;jeudi;2023;0.585999812699811
284;3.52227500279744;HC;23-01-12;00:10;0;jeudi;2023;0.586385137399702
285;3.52522501746813;HC;23-01-12;00:20;0;jeudi;2023;0.587312769101118
286;3.3214000026385;HC;23-01-12;00:30;0;jeudi;2023;0.581251772098767
287;2.4498500029246;HC;23-01-12;00:40;0;jeudi;2023;0.478792199301097
288;1.89679165979226;HC;23-01-12;00:50;0;jeudi;2023;0.35872199089863
289;1.51750833491484;HC;23-01-12;01:00;1;jeudi;2023;0.282789860601042
290;1.25148332913717;HC;23-01-12;01:10;1;jeudi;2023;0.229085150300307
291;1.03583333790302;HC;23-01-12;01:20;1;jeudi;2023;0.189944525600367
292;0.874433335165183;HC;23-01-12;01:30;1;jeudi;2023;0.157356365998567
293;0.755908335248629;HC;23-01-12;01:40;1;jeudi;2023;0.136160613699758
294;0.636508335669835;HC;23-01-12;01:50;1;jeudi;2023;0.116117708801539
295;0.557766667256753;HC;23-01-12;02:00;2;jeudi;2023;0.0986987502983538
296;1.46071666898206;HC;23-01-12;02:10;2;jeudi;2023;0.102119513501748
297;2.69200833936532;HC;23-01-12;02:20;2;jeudi;2023;0.556492617399272
298;0.0;HC;23-01-12;02:30;2;jeudi;2023;0.0788826621992484
299;0.0;HC;23-01-12;02:40;2;jeudi;2023;0.0
300;0.0;HC;23-01-12;02:50;2;jeudi;2023;0.0
301;0.0;HC;23-01-12;03:00;3;jeudi;2023;0.0
302;0.0;HC;23-01-12;03:10;3;jeudi;2023;0.0
303;0.0;HC;23-01-12;03:20;3;jeudi;2023;0.0
304;0.0;HC;23-01-12;03:30;3;jeudi;2023;0.0
305;0.0;HC;23-01-12;03:40;3;jeudi;2023;0.0
306;0.0;HC;23-01-12;03:50;3;jeudi;2023;0.0
307;0.0;HC;23-01-12;04:00;4;jeudi;2023;0.0
308;0.0;HC;23-01-12;04:10;4;jeudi;2023;0.0
309;0.0;HC;23-01-12;04:20;4;jeudi;2023;0.0
310;0.0;HC;23-01-12;04:30;4;jeudi;2023;0.0
311;0.0;HC;23-01-12;04:40;4;jeudi;2023;0.0
312;3.61000001298574;HC;23-01-12;04:50;4;jeudi;2023;0.189722107101261
313;0.157291665176551;HC;23-01-12;05:00;5;jeudi;2023;0.436535765298686
314;0.0;HC;23-01-12;05:10;5;jeudi;2023;0.0016240740005741
315;0.0;HC;23-01-12;05:20;5;jeudi;2023;0.0
316;0.0;HC;23-01-12;05:30;5;jeudi;2023;0.0
317;0.0;HC;23-01-12;05:40;5;jeudi;2023;0.0
318;0.0;HC;23-01-12;05:50;5;jeudi;2023;0.0
319;0.0;HC;23-01-12;06:00;6;jeudi;2023;0.0
320;0.0;HC;23-01-12;06:10;6;jeudi;2023;0.0
321;0.0;HC;23-01-12;06:20;6;jeudi;2023;0.0
322;0.0;HC;23-01-12;06:30;6;jeudi;2023;0.0
323;0.0;HC;23-01-12;06:40;6;jeudi;2023;0.0
324;0.0;HC;23-01-12;06:50;6;jeudi;2023;0.0
325;1.38785833201061;HP;23-01-12;07:00;7;jeudi;2023;0.0231726156998775
326;7.24175833066305;HP;23-01-12;07:10;7;jeudi;2023;0.816256087500733
327;7.29521667162577;HP;23-01-12;07:20;7;jeudi;2023;1.2103052192997
328;7.34030000368754;HP;23-01-12;07:30;7;jeudi;2023;1.2211664030001
329;7.37256666024526;HP;23-01-12;07:40;7;jeudi;2023;1.22553035770034
330;18.5508915742238;HP;23-01-12;07:50;7;jeudi;2023;1.92949605689864
331;22.4294000466665;HP;23-01-12;08:00;8;jeudi;2023;3.65745226370018
332;22.3982751051585;HP;23-01-12;08:10;8;jeudi;2023;3.73484536020078
333;22.3981499989827;HP;23-01-12;08:20;8;jeudi;2023;3.73329878679942
334;25.5459082921346;HP;23-01-12;08:30;8;jeudi;2023;3.84535964079987
335;29.8995082378387;HP;23-01-12;08:40;8;jeudi;2023;4.77480878909955
336;29.7405166784922;HP;23-01-12;08:50;8;jeudi;2023;4.9714246698004
337;29.7189250310262;HP;23-01-12;09:00;9;jeudi;2023;4.95421362200068
338;29.70840827624;HP;23-01-12;09:10;9;jeudi;2023;4.95246691280045
339;30.0772416114807;HP;23-01-12;09:20;9;jeudi;2023;4.95291086880025
340;35.3184082667033;HP;23-01-12;09:30;9;jeudi;2023;5.41981230319834
341;36.2992831865946;HP;23-01-12;09:40;9;jeudi;2023;6.03267218330075
342;36.3266582171122;HP;23-01-12;09:50;9;jeudi;2023;6.05081834779958
343;36.3406666119893;HP;23-01-12;10:00;10;jeudi;2023;6.05461299320086
344;36.433166662852;HP;23-01-12;10:10;10;jeudi;2023;6.06477053859999
345;36.4577835400899;HP;23-01-12;10:20;10;jeudi;2023;6.07456370239925
346;36.4163584073385;HP;23-01-12;10:30;10;jeudi;2023;6.07615496149992
347;36.3470749219259;HP;23-01-12;10:40;10;jeudi;2023;6.06194680030057
348;36.3535832087199;HP;23-01-12;10:50;10;jeudi;2023;6.0583005307999
349;36.3400332450867;HC;23-01-12;11:00;11;jeudi;2023;6.05742526550057
350;36.335991636912;HC;23-01-12;11:10;11;jeudi;2023;6.05472259069938
351;36.0754167556763;HC;23-01-12;11:20;11;jeudi;2023;6.05436694039963
352;32.4315582593282;HC;23-01-12;11:30;11;jeudi;2023;5.72418497160106
353;29.3409499645233;HC;23-01-12;11:40;11;jeudi;2023;5.19955298999957
354;24.6152333100637;HC;23-01-12;11:50;11;jeudi;2023;4.4304281202003
355;23.0480250199636;HC;23-01-12;12:00;12;jeudi;2023;3.9606613295
356;19.2333083073298;HC;23-01-12;12:10;12;jeudi;2023;3.61335703229997
357;14.477391632398;HC;23-01-12;12:20;12;jeudi;2023;2.70574658609985
358;13.9823666254679;HC;23-01-12;12:30;12;jeudi;2023;2.3605130929991
359;13.7034832954407;HC;23-01-12;12:40;12;jeudi;2023;2.31528975420042
360;12.9085582971573;HC;23-01-12;12:50;12;jeudi;2023;2.25884440069967
361;8.18674169381459;HC;23-01-12;13:00;13;jeudi;2023;1.72701282490016
362;11.5726999839147;HC;23-01-12;13:10;13;jeudi;2023;1.71777639299944
363;8.85797503789266;HC;23-01-12;13:20;13;jeudi;2023;1.61610045180169
364;7.68185834089915;HC;23-01-12;13:30;13;jeudi;2023;1.38551703859957
365;7.46158333222071;HC;23-01-12;13:40;13;jeudi;2023;1.24784853100027
366;7.44982497692108;HC;23-01-12;13:50;13;jeudi;2023;1.24190281079973
367;7.44664999246597;HC;23-01-12;14:00;14;jeudi;2023;1.2417432496004
368;7.43487500747045;HC;23-01-12;14:10;14;jeudi;2023;1.2398767015984
369;7.43543335199356;HC;23-01-12;14:20;14;jeudi;2023;1.23940084740025
370;7.43767499526342;HC;23-01-12;14:30;14;jeudi;2023;1.23917527940102
371;7.42760000228882;HC;23-01-12;14:40;14;jeudi;2023;1.23918381819931
